"Dealer Name","Dealer Type","Address","City","State","Pincode","Contact","Email"
"KANTIPUDI","Branch","#69-4-12 Opp: Boals club Sarpavaram Junction, PITHAPURAM ROAD, KAKINADA-533005, East Godavari, AP","East Godavari","Andhra Pradesh","533005","9248087726/0884-2357273","kantipudisuzuki@gmail.com,kantipudisuzuki@yahoo.co.in"
"KARAN AUTOMOBILES","Branch","PANDRI ROAD, BHAGAT PLAZA, NEAR LODHI PARA CHOWK, RAIPUR-492001, CG","Raipur","Chattisgarh","492001","9993456789","karanautomobiles@gmail.com"
"KARAN SUZUKI","Branch","Gurduwara Road, Beside SBI Bank, Durg- 490001, CG","Durg","Chattisgarh","490001","922920040 / 9179009000/ 8602006333","bhilaisuzuki@gmail.com"
"KHANDELWAL MOTORS","Branch","7-A Vaishali Nagar, Opp Dutt Mandir, Annapurna Main Road, Indore-452009","Indore","Madhya Pradesh","452009","9755666699, 0731-4086600","sales@khandelwalmotors.in,bharat@khandelwalmotors.in"
"KHANDELWAL MOTORS","Branch","112,113, Manpasand Colony, Kalani Nagar- Airport Road, Indore-452001, Madhya Pradesh","Indore","Madhya Pradesh","452001","0731-4980700, 626223636, 0731-4995900","khandelwalmotors.sales@gmail.com"
"Khwaja Suzuki","Branch","Khwaja Suzuki, Door no: 11/589 Mydukur road, Proddatur-516360,(Cuddapah) AP:","Cuddapah","Andhra Pradesh","516360","7674885111, 08564257177","khwajaautomotives.proddatur@gmail.com"
"KPR SUZUKI","Branch","L31/1, FIVE LIGHTS CIRCLE, LASHKAR MOHALLA, MYSORE - 570001","Mysore","Karnataka","570001","0821 ? 2446677/9686204353","mysoresuzuki@gmail.com"
"KUBERA SUZUKI","Branch","Showroom : Ground Floor Survey No 188/2A/5- 188/2A/13,  Mamta Pride , Near Haldi Lawns , Opp swami Narayan Mandir,                                                                  New Adgaon Naka, Panchvati, Nashi Shivar, Nashik, 422003, Maharashtra <br/> Workshop : Plot No 14, Bappa Sitaram Road , Behind  Adgaon Naka, Near Aurangabad Naka, Nashik 422003, Maharashtra","Nashik","Maharashtra","422003","9022659035 (Landline), 7391966744 (Mobile)","kuberasuzuki@gmail.com"
"LAKSHMI SUZUKI","Branch","#1342/5 &5A, Beside PSS Plaza, Ranganatha Badavane, Hadadi Road, Davangere-577005, Karnataka","Davangere","Karnataka","577005","9844255540, 8431846360","kalleshwaramotors@gmail.com"
"MANGATTIL SUZUKI","Branch","9/270,271, NH-17, Vee Pee Complex, Calicut Road, Meempara, Dist. Mallapuram, Valancherry-676552 , Kerala","Malappuram","Kerala","676552","0494-2641888, 07356449966 / '0494-2425199,2426199, 9995470000, 8139062501","mangattilsuzuki@gmail.com"
"MANGATTIL SUZUKI","Branch","42/554-B,C, Calicut Road, Thurakkal Bapputty Bypass Road, Manchery Municipality, Near A M Motors, Manjeri-676121, Kerala","Malappuram","Kerala","676121","8086525555","gm.mangattilsuzuki@gmail.com"
"MOHAN MOTOR","Branch","Ecosuite Business Tower, First Floor,plot-II-D/22, Action Area-ll, New-Town, Street No 676 & 775, Rajarhat, Kolkata-700156, WB","North 24 Parganas","West Bengal","700156","8585048494, 9831639393, 9007013785","sales@mohanmotorsuzuki.com"
"NAVASARI SUZUKI","Branch","Shop No 5,6,7,8 First & Ground Floor, Besides Swadisht Hotel, NH No 8, Village Thala, Dist. Navsari, Chikhli-396521, Gujarat","Navsari","Gujarat","396521","9227901100, 957400994","navsari9_Suzuki@rediffmail.com, bansalkishore@yahoo.com"
"NINESTAR SUZUKI","Branch","Survey No 183, (BBMP No 567,, 645f/2), Doresanipalya, Anthappa Layout, Bilekekahalli junction, Near IIM, Phase-IV, J P Nagar, Bannerghatta Main Road, Bangalore-560075, KN","Bangalore","Karnataka","560075","7625088805, 080-44554447","info@ninestarsuzuki.com"
"ORION SUZUKI","Branch","Door No 6, 1st & 2nd floor, Veracious Presidio, 100ft Ring Road, 15th Cross, 6th Phase, J P Nagar, Opp Renault Showroom, Bangalaru-560078, Karnataka","Bangalore","Karnataka","560078","9945083900","orionmotomart@gmail.com"
"PADMAJA SUZUKI","Branch","Door No 16, 386A, Pammaru Road, Dist. Krishna, Gudiwada--521301, Andhra Pradesh","Krishna","Andhra Pradesh","521301","9505867888 /9951134999 / 08674-244449 / 08674-244446","pcc.padmajasuzukigdv@gmail.com"
"PADMAJA SUZUKI","Branch","Old door No.1/119 & new Door No 9-68, Ashok Nagar, M G Road, Patamata, District Krishna, Pin-520010, AP","Krishna","Andhra Pradesh","520010","9035609333","padmajacc@gmail.com,ceopadmajasuzuki@gmail.com"
"PADMAJA SUZUKI","Branch","Showroom: Varun Point, 35-05-88/1, NH-5, Beside Petrol Bunk, Muralinagar, Vishakapatnam - 530007, Andhra PradeshWorkshop : Plot No D12,Industrial Estate ,Murali nagar-530007","Visakhapatnam","Andhra Pradesh","530007","8886617022 ,8886617024-25, 9885794646","pcc.suzuki@gmail.com,pccvizag@gmail.com"
"PADMAJA SUZUKI","Branch","Dr No 7-8-1/1, TS No 1012 & 1013. Block 40, Varun Towers, Kasturba Marg, Siripuram, Vishakapatnam-530007, AP","Visakhapatnam","Andhra Pradesh","530007","7032097762 / 9885794646 / 9885922622","pcc.srpm@gmail.com,padmajasuzukivizag@gmail.com"
"PAI SALES","Branch","V Square Building, Near Bank of Baroda, Kulur Ferry Road, Urwa, Chilimbi, Mangalore-575006, KN","Dakshina Kannada","Karnataka","575006","0824-2453733 / 7411573777/ 9845083804","paisales@gmail.com"
"PALAKKAD SUZUKI","Branch","9/517, Naz Plaza, M.M. Nazar Complex, PWD Road, Aamakkulam, Vadakkancherry, Dist-Palakkad, Vadakkancherry-678683, Kerala","Palakkad","Kerala","678683","09539590590, 9946100007; 0491-2572233","palakkadsuzuki@yahoo.co.in"
"PATEL SUZUKI","Branch","Shop No 1,2, Aakanksha Complex, 11-Vijay Plot Corner, Near Suryakant Hotel, Opp. Jay Kay House, Gondal Road, Rajkot-360002, Gujarat.","Rajkot","Gujarat","360002","9974100707, 9724800404, 9724322282","gmsales.patelsuzuki@gmail.com"
"PATEL SUZUKI","Branch","Beside Aditya Motors, Opp Rajkamal Petrol Pump, Near Gondal Chowkdi, Gondal Road, Rajkot-360004, Gujarat","Rajkot","Gujarat","360004","9724322282","gmsales.patelsuzuki@gmail.com"
"PEAK SUZUKI","Branch","1/3-8, CHB Colony Street No.-4,Near Konguvelalar Mandapam, Velur Road, Tiruchengode-637211","Namakkal","Tamil Nadu","637211","8754010668, Sales-9944760000,9500990668/ Service-9952555000","peaksuzuki.erode@gmail.com"
"PEAK SUZUKI","Branch","NO.59, NEHRU STREET, (OPP. TO SEETHA KALYANA MANDAPAM), ERODE MAIN ROAD, GOBICHETTIPALAYAM - 638476.","Erode","Tamil Nadu","638476","894507668 Showroom 9944860000 Workshop 9952444000","peaksuzuki.gobi@gmail.com"
"PEAK SUZUKI","Branch","134/A, Near Annamaar Petrol Bunk, Karur Byepass Main Road, Moolapalayam, Dist. Erode-638002, TN","Erode","Tamil Nadu","638002","7338845664","peaksuzki.mplm@gmail.com,erode.peak.sales@suzukidealers.net"
"PETAL SUZUKI","Branch","Ground Floor, Swagat Plaza, Ambali- Bopal Road, Bopal-380058, Ahmedabad, GJ","Ahmedabad","Gujarat","380058","079-4005766/27498989/40057581","petalsuzukisales3@groupplanetpetal.com,petalsuzukiservice3@groupplanetpetal.com"
"PETAL SUZUKI","Branch","GROUND FLOOR, 107 & 108 SIGNATURE-2, Nr, SARKHEJ CROSS ROAD, OPP RELIEF HOTEL, SARKHEJ, AHMEDABAD 380055.","Ahmedabad","Gujarat","380055","9825009341","petalsuzuki.dgm@gmail.com"
"PETAL SUZUKI","Branch","6,7, Camps Corner, Opp. Sales India, Prahalad Nagar, Satelite, Dist. Ahmedabad-380015, Gujarat","Ahmedabad","Gujarat","380015","079-4005766 / 40057581","petalsuzuki@gmail.com"
"PLANET SUZUKI","Branch","18-19-20, Madhuram Park Near Geeta Gauri Cinema, Sonini chal, Odhav-382415, Ahmedabad, GJ","Ahmedabad","Gujarat","382415","9825303181","planetsuzukiodhav@gmail.com,planetodhavsales@groupplanetpetal.com"
"PRIDE SUZUKI","Branch","Chamunda Nagar, Near Adarsh Soc., Laxmikant Ashram Main Road, Katargam, SURAT-395006","Surat","Gujarat","395006","0261-6560919, 9099965596","pridesuzuki.katargam@gmail.com"
"PRIDE SUZUKI","Branch","Pride Suzuki, Khan Empire, Opp. Golden Hotel, Bardoli-Surat Road, Bardoli-394601, GJ","Surat","Gujarat","394601","091-8866063967- Showroom, 091-9099965598- Mr. Sanjaybhai","pridesuzuki@gmail.com."
"RACE SUZUKI","Branch","Near Patel Tower, Unjha-Palanpur Highway-road, ,Near Unjha Chowk, Unjha -384170, GJ","Mahesana","Gujarat","384170","9638539671, 08905212696","mehsanasuzuki06@rediffmail.com"
"RAJ SUZUKI","Branch","G-1 & G-2,Gravity Mall,Mamandir, Miniplex, Bhamori, Vijay Nagar , Dist. Indore-452010, Madhya Pradesh","Indore","Madhya Pradesh","452010","0731-4976373, 09109101110","rajsuzukivijaynagar@gmail.com"
"RAJAVALSAM SUZUKI","Branch","NEAR PUMP JUNCTION, AROOR PO, CHERTHALA TALUK, PINCODE-688534, KR","Alappuzha","Kerala","688534","9961410308","dileep.suzuki@gmail.com,rajavalsam.suzuki@gmail.com"
"RAJAVALSAM SUZUKI","Branch","Near Saraswathi Temple, Thattarambalam, Dist. Allappuzha, P.O Mavelikara-690103, KR","Alappuzha","Kerala","690103","8589043477,8138907074, 8589043431,8589004343, 8589043438 / 0477-2267818 / 09961410308/ 99452055771","rajavalsam.mvl@gmail.com,apillai47@gmail.com,rajavalsam.suzuki@gmail.com"
"RAJAVALSAM SUZUKI","Branch","Shabhodra Complex, Nr Karthiyayini Hotel, Ottapunna Junction, Cherthala PO, Dist- Alappuzha, Cherthala-688524, Kerala","Alappuzha","Kerala","688524","8589043438, 0477-2267818, 99452055771, 9745851121","rajavalsam.suzuki@gmail.com"
"RAJAVALSAM SUZUKI","Branch","Near Palamood Junction, Charummoodu PO, Nooranad Panchayat, Dist-Alappuzha, Charummoodu-690505, Kerala","Alappuzha","Kerala","690505",": 8138007073/ 8589043432/ ,8589004343 / 8589043438; 0477-2267818; 99452055771","rajavalsam.chmd@gmail.com,rajavalsam.suzuki@gmail.com"
"RAJAVALSAM SUZUKI","Branch","Near Kacheri Junction, P.O. Haripad, Dist.Alleppey (ALLAPUZHA), Haripad-690514, Kerala","Alappuzha","Kerala","690514","8138007075 / 04792413440,/ 8589043438 / 99452055771/ 04734-256544","rajavalsam.hpd@gmail.com,pillai47@gmail.com"
"RAYAPUDI SUZUKI","Branch","4-5/1A, Opposite Pala Kendram, Laxmidevi Pally, Kothagudem-507101, Dist: Khammam, Andhra Pradesh","Khammam","Telangana","507101","9247052577 /9885456105","raypudisuzuki@gmail.com"
"RDB SUZUKI","Branch","Branch : E-49/7, Okhla Phase-2, New Delhi-110020","South Delhi","Delhi","110020","9999663532, 9811014630","anilbansal.rdb@gmail.com,rdbsuzuki@gmail.com"
"RDB Suzuki","Branch","C-198-199, Pul Prehladpur, MB road, Badarpur, New Delhi-110044","South Delhi","Delhi","110044","9711262314 /  9999663532 /  9711262056","anilbansal.rdb@gmail.com,rdbsuzuki@gmail.com"
"RDB SUZUKI","Branch","R-1A, Ansal Chamber-1, Bikaji Cama Place, New Delhi-110066","South West Delhi","Delhi","110066","011-41706608 /  8860451818 / 9999663532","rdbsuzuki@gmail.com,delhi.rdb.ceo@suzukidealers.net, ankitbansal.rdb@gmail.com"
"RIYA SUZUKI","Branch","Shop 2,3,4,5,6 Shiv Parvati Appartemnet , Sector-9 near D-Mart, Airoli, Navi Munbai-400708","Thane","Maharashtra","400708","9769868222 , 9769137222, 022-27644422 , 022-27644411 / 9619831025","riyamotors@hotmail.com,riya.suzuki@gmail.com"
"ROHINI SUZUKI","Branch","A-30, Krishan Vihar,Kanjhawla Road, Delhi-110086","North West Delhi","Delhi","110086","98911112755","glimpex55@gmail.com"
"ROONWAL SUZUKI","Branch","Sri Roonwal Motors Pvt Ltd,68,Waltax Road,Sowcarpat, Chennai - 600079","","","600079","044-2529 0317/ 2529 2118 /25350317","roonwalsuzuki@yahoo.com"
"S & S SUZUKI","Branch","Shop No.4,5 and 6,Door No.22 229/33, Tirupati Road, Kattamanchi, CHITTOOR - 517001, Andhra Pradesh","Chittoor","Andhra Pradesh","517001","08572-246233 / 9000940008 / 9959429444/","garudasuzuki@gmail.com"
"S R SUZUKI","Branch","B--147 Sector -10, Dist. Gautam Budh Nagar, Noida - 201301 Uttar Pradesh","Gautam Buddha Nagar","Uttar Pradesh","201301","7065563003","sr.suzukinoida@gmail.com"
"SABOO SUZUKI","Branch","Shop No. 7 to 9, M.D.R. Arcade , Plot no. 56 to 59, Survey no. 201, Malani Co- operative Housing Building Society Ltd., Chinna Thokatta Village, New Bowenpally -500011, Secunderabad, Telangana","Hyderabad","Telangana","500011","040-65457777/ 9248011111/9393477777","bowenpally@saboo.me"
"SABOO SUZUKI","Branch","26-139, St. No.1, Row.2, Safilguda X Road, Malkajgiri-500047, Secunderabad, Telangana","Hyderabad","Telangana","500047","9248077777/9248077777, 040-65457777","malkajgiri@saboo.in."
"SAINI KANGRA SUZUKI","Branch","Branch : V P O Arla, Near Railway Crossing, Palampur, Kangra-176102, Himachal Pradesh","Kangra","Himachal Pradesh","176102","9882168216, 01892-260413","sainisuzuki@gmail.com"
"SALEM SUZUKI","Branch","115,Vedigounder colony,Bye-Pass Road, Opp:Nedunsalai Nagar,Salem-636005","Salem","Tamil Nadu","636005","94432 41189","ammantwowheelers@yahoo.co.in,senthil_safea@yahoo.co.in"
"SAPTAGIRI SUZUKI","Branch","56/1, Cheluva Complex, Magadi Main Road, Kottigepalya (Opp Bus Stop) Viswaneedam Post, Banglore-560091","Bangalore","Karnataka","560091","9845029331, 080-23183700/701/702.","dr_rajkumar_road_suzuki@yahoo.co.in"
"SAPTAGIRI SUZUKI","Branch","No. 2 T Dasarahalli Main Road, Near Old Check Post, Tumkur Road, NH-4, Bangalore-560057 , KN","Bangalore","Karnataka","560057","9845029331 / 080-28395711-12-13","jshree.kumar@gmail.com,saptagiri_suzuki@yahoo.com"
"SAPTAGIRI SUZUKI","Branch","Ground Floor, Katha No. 650/A & 650/B, Survey No. 126/2, Opp. Vishwa Vijaya Vittala Kalyan Mantapa, Near Ashrama Bus Stop, Arsinakunte Village, Kasaba Hobli, Bangalore Rural District, Nelamangala-562123, Karnataka","Bangalore Rural","Karnataka","562123","9686988557 / 9686576355 / 9845029331","saptagiri_suzuki@yahoo.com"
"SAPTAGIRI SUZUKI","Branch","No 1/1, Ground Floor, Jeevan Building, Kuamara Park East,Near Shivananda Circle, Sheshadripuram, Bangalore-560020, KN","Bangalore","Karnataka","560020","9844417737/9740820224/ 9845029331 / 080-22381444/22381555/22381666","saptagirisuzuki@yahoo.com"
"SARIPUDI SUZUKI","Branch","Old R.T.O office building ,Main road , Pattabhipuram-522007, AP","Guntur","Andhra Pradesh","522007","9399944333 / 08632264355","anil@saripudisuzuki.com"
"SATARA SUZUKI","Branch","Sagunamatanagar , Lonand Phaltan Road, Jinti Naka, PHALTAN- 415523","Satara","Maharashtra","415523","02166-223249, 08806344502","gajananautosatara@yahoo.co.in"
"SEEMA SUZUKI","Branch","Plot No 8,9, Near Bhakti Dham Mandir, Opp Mahavir Textile Market, Surat, Kadodara Main Road, Magob , Puna Kumbharia-Parvatpatiya, Surat-395010, Gujarat","Surat","Gujarat","395010","7573917771","seemasuzuki@gmail.com"
"SHAIBA SUZUKI","Branch","Beside Signature Hotel , Ushagram, B.B.College More, Dist-Burdwan, Asansol, Pin-713303, West Bengal","Bardhaman","West Bengal","713303","9800425680/ 9800465580/ 9800892525/ 9332145638/ 8509598669/ 7872526526","shaiba.suzuki@gmail.com"
"SHIV SUZUKI","Branch","Gulmohor building, Kalewadi Phata, Thergaon, Chinchwad, Pune-411033","Pune","Maharashtra","411033","020-65101515, 09049042200","sales@shivsuzuki.com"
"SHRISHAKTI SUZUKI","Branch","C-92, South Ganesh Nagar, Delhi-110092","East Delhi","Delhi","110092","8800398634 , 8800398635, 011-22004800, 22005400","md@shrishaktisuzuki.in/delhi.mdmotors.sales@suzukidealers.net"
"SIDDHESH MOTORS","Branch","Opp. Oza Petrol Pump, Sangamner Road, At Post & Taluka- Shrirampur, Distt- Ahmednagar, Maharashtra-371509","","","371509","09970342160/ 9326415005","siddheshmotors@rediffmail.com"
"SONI SUZUKI","Branch","Near JR Theater, Ropar Chandigarh Road, Dist. Rupnagar, Ropar-140001, Punjab","Rupnagar","Punjab","140001","09814302493, 8968558408, 9023694555","soniautodealersnangal@gmail.com"
"SRI KRISHNA MOTORS","Branch","DR NO. 3-6-5 , Town Railway St. Road, Sivaraopet, Bhimavaram-534202, Andhra Pradesh","West Godavari","Andhra Pradesh","534202","9393794848 , 9348393552","slkelr@hotmail.com"
"SRI KRISHNA MOTORS","Branch","Dr No: PAIDIPARRU, TANUKU, West Godavari Dist. AP-534211","West Godavari","Andhra Pradesh","534211","9393494846","seshunara@yahoo.co.in"
"TRUST SUZUKI","Branch","Near A to Z Workshop, Hotel Khanna, Sonali Bridge, Haridwar Road, Roorkee-247884, Uttarkhand","","","247884","9760039145 / 7088110174","haridwar.trust.sales@suzukidealers.net,tarun.trust@gmail.com"
"UDAIPUR SUZUKI","Branch","Main 100 Feet Road, R K Circle, Pula Shbhagpura Road, Fatehpura, Udaipur-313001, Rajasthan","Udaipur","Rajasthan","313001","7726008818 / 9414024197/ 02494-2461484","udaipur.suzuki@gmail.com"
"UMANG AUTO","Branch","KH-NO.- 1143/2, Main Road, Ground floor, Village-Rithala,(Near Rithala Metro Station), Delhi-110086,","North West Delhi","Delhi","110086","011-27029991, 27029998, 9266078000, 9810416600,9868701172","umangmotors@yahoo.co.in,delhi.umang.sales@suzukidealers.net,delhi.umang.ceo@suzukidealers.net"
"UMANG AUTO","Branch","C-280, Rajdhani Enclave, Mahendra Park Chowk, RANI BAGH - 110034, DELHI","North West Delhi","Delhi","110034","9999288055, 8459464512, 9810416600, 27029991","umangmotors.ranibagh@gmail.com,umangmotors@yahoo.co.in"
"VALUE SUZUKI","Branch","Value Suzuki,No 2, 1 st Main Road, MIG,Yelahanka New Town,Bangalore -560064","Bangalore","Karnataka","560064","9945873848 / 080-42796777","valuesuzuki@gmail.com"
"VARUN SUZUKI","Branch","FRONT OF MADANLAL PETROL PUMP,CHAMPA ROAD,JANJGIR-CHAMPA-495668 (C.G)","Janjgir-champa","Chattisgarh","495668","7.39e19","varunsuzuki.janjgir@gmail.com"
"VTJ SUZUKI","Branch","VTJ Suzuki,Near BOT Bridge,Opp ICIC Bank,Thoppumpady,Cochin - 682006","Ernakulam","Kerala","682006","8606971902, 0484 3193362","salesmanager@vtjsuzuki.com"
"VTJ SUZUKI","Branch","Pallithazham, Opposite MORE Supermarket, District Ernakulam, Mulanthuruthy-682314, Kerala","Ernakulam","Kerala","682314","8606244411 , 8606971902, 9745430001; 0484-4230523","mlty.sales@vtjsuzuki.com,md@vtjsuzuki.com"
